data,campanha_id,plataforma,nome_campanha,gasto,impressoes,cliques
2026-06-20,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,200.65,26132,779
2026-06-22,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,266.43,36254,508
2026-06-23,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,199.68,27557,671
2026-06-24,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,115.95,15357,290
2026-06-25,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,254.47,28000,716
2026-06-26,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,206.34,23659,520
2026-06-27,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,208.58,28667,684
2026-06-28,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,243.81,32665,910
2026-06-29,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,212.71,23743,420
2026-06-30,cmp_005,Google,PESQUISA_MOVEIS_PLANEJADOS_GENERICO,201.89,28520,284
2026-05-01,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,103.87,14783,175
2026-05-02,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,86.27,11021,323
2026-05-03,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,170.66,25280,345
2026-05-04,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,161.07,19929,513
2026-05-05,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,152.63,17355,182
2026-05-06,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,175.99,17573,514
2026-05-07,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,164.9,23200,685
2026-05-08,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,176.47,25821,414
2026-05-09,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,157.39,14318,283
2026-05-10,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,144.67,19829,413
2026-05-11,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,160.82,25059,260
2026-05-12,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,97.25,8922,244
2026-05-13,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,132.63,20434,262
2026-05-14,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,78.83,11640,325
2026-05-15,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,104.64,12408,137
2026-05-16,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,174.2,19389,365
2026-05-18,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,167.82,16697,300
2026-05-19,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,144.41,20509,590
2026-05-20,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,117.27,16647,189
2026-05-21,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,116.81,11322,212
2026-05-22,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,116.08,18178,158
2026-05-23,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,112.02,13558,391
2026-05-24,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,82.73,11416,228
2026-05-25,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,177.61,20444,342
2026-05-26,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,92.5,9115,242
2026-05-27,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,121.11,16518,365
2026-05-28,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,136.49,12488,316
2026-05-29,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,98.31,9714,198
2026-05-30,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,79.41,11400,143
2026-06-01,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,165.93,18749,210
2026-06-02,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,169.26,15266,410
2026-06-03,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,87.63,8684,117
2026-06-04,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,90.85,12380,106
2026-06-05,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,73.6,10694,141
2026-06-06,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,106.97,10932,100
2026-06-07,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,128.82,18317,338
2026-06-08,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,156.03,19648,204
2026-06-09,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,126.41,19742,176
2026-06-10,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,156.59,23596,459
2026-06-11,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,121.47,19129,178
2026-06-12,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,123.73,14614,337
2026-06-13,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,124.95,19202,184
2026-06-15,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,137.7,13026,183
2026-06-16,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,140.37,18021,273
2026-06-17,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,179.42,22811,410
2026-06-18,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,137.39,13318,312
2026-06-19,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,164.1,22246,554
2026-06-20,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,149.85,15741,282
2026-06-22,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,108.6,13221,226
2026-06-23,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,82.27,9861,223
2026-06-24,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,112.42,11318,320
2026-06-25,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,79.25,11746,118
2026-06-26,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,82.43,11681,302
2026-06-27,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,132.09,17310,352
2026-06-28,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,85.2,9776,221
2026-06-29,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,153.03,23071,550
2026-06-30,cmp_006,Meta,LEADS_APARTAMENTO_NOVO,176.59,23314,366
